,target-0.2_stop-2.0,target-0.2_stop-2.3,target-0.2_stop-2.6,target-0.2_stop-2.9,target-0.2_stop-3.2,target-0.4_stop-2.0,target-0.4_stop-2.3,target-0.4_stop-2.6,target-0.4_stop-2.9,target-0.4_stop-3.2,target-0.6_stop-2.0,target-0.6_stop-2.3,target-0.6_stop-2.6,target-0.6_stop-2.9,target-0.6_stop-3.2,target-0.8_stop-2.0,target-0.8_stop-2.3,target-0.8_stop-2.6,target-0.8_stop-2.9,target-0.8_stop-3.2,target-1.0_stop-2.0,target-1.0_stop-2.3,target-1.0_stop-2.6,target-1.0_stop-2.9,target-1.0_stop-3.2,target-1.2_stop-2.0,target-1.2_stop-2.3,target-1.2_stop-2.6,target-1.2_stop-2.9,target-1.2_stop-3.2
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.median,0.0002696020937802073,0.0002696804742812893,0.00027304914355048967,0.0002793533945692393,0.00028122824884397864,0.0003317885331990651,0.00033232634440361335,0.0003315797253075791,0.0003357803971570926,0.0003345239403019386,0.0005794786857685748,0.0005794406438892787,0.0005794786857685748,0.0005824411516762397,0.0005826116177257449,0.0009945454656083168,0.0009923756703049823,0.0009966147888732589,0.0009978926695533969,0.0009989414711949309,0.0015058739798433124,0.0015076842766924992,0.001512072581147022,0.001512046237061361,0.0015137580558517015,0.002020518788141787,0.0020119702478572283,0.002025011717455125,0.002020518788141787,0.002040512475129813
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.thirdQuartile,0.0005785147904173761,0.0005806910254765361,0.0005893517025240715,0.000604662405182759,0.0006063911727188598,0.0006592446640615679,0.0006550036412426716,0.000653496154379831,0.0006569686840192808,0.0006546381653292982,0.001080494643869509,0.0010653771263564563,0.0010591130244158736,0.0010730071607989704,0.0010678936393975738,0.0016669113206600815,0.0016664224103037331,0.0016783690528109937,0.0016877388716876013,0.0016861631159950216,0.0023404844238785315,0.0023427682188413186,0.002352472815437618,0.002365153098579734,0.002353597880062459,0.0030122915707760513,0.0030200384700935353,0.0030171921603523045,0.0030338131441100644,0.003030463853022596
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.max,0.005557504264562597,0.005557504264562597,0.005557504264562597,0.005557504264562597,0.005557504264562597,0.0065995708463345475,0.0065995708463345475,0.0065995708463345475,0.0065995708463345475,0.0065995708463345475,0.008409597835494933,0.008409597835494933,0.008409597835494933,0.008409597835494933,0.008409597835494933,0.01155817609350189,0.01155817609350189,0.01155817609350189,0.01155817609350189,0.01155817609350189,0.014706754351509168,0.014706754351509168,0.014706754351509168,0.014706754351509168,0.014706754351509168,0.014560973463974855,0.014560973463974855,0.014560973463974855,0.014560973463974855,0.014560973463974855
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.summary.range,0.005557375445160121,0.005557375445160121,0.005557375445160121,0.005557375445160121,0.005557375445160121,0.006599533219300914,0.006599533219300914,0.006599533219300914,0.006599533219300914,0.006599533219300914,0.008408856166688355,0.008408856166688355,0.008408856166688355,0.008408856166688355,0.008408856166688355,0.011556108092980794,0.011556108092980794,0.011556108092980794,0.011556108092980794,0.011556108092980794,0.014700620465948826,0.014700620465948826,0.014700620465948826,0.014700620465948826,0.014700620465948826,0.014560068744903062,0.014560068744903062,0.014560068744903062,0.014560068744903062,0.014560068744903062
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveCount,1799,1903,1994,2077,2151,2687,2815,2921,3013,3096,3031,3169,3283,3383,3473,2967,3112,3239,3346,3442,2786,2944,3077,3186,3282,2530,2691,2834,2952,3063
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportionCI_95.lowerLimit,0.9979515075683594,0.9980659484863281,0.9981498718261719,0.9982261657714844,0.9982872009277344,0.9986305236816406,0.9986915588378906,0.9987373352050781,0.9987754821777344,0.9988059997558594,0.9987831115722656,0.9988365173339844,0.9988746643066406,0.9989128112792969,0.9989356994628906,0.9987602233886719,0.9988136291503906,0.9988594055175781,0.9988975524902344,0.9989280700683594,0.9986763000488281,0.9987449645996094,0.9987983703613281,0.9988441467285156,0.9988746643066406,0.9985466003417969,0.9986305236816406,0.9986991882324219,0.9987525939941406,0.9987983703613281
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.negativeProportionCI_95.upperLimit,0.002048492431640625,0.001934051513671875,0.001850128173828125,0.001773834228515625,0.001712799072265625,0.001369476318359375,0.001308441162109375,0.001262664794921875,0.001224517822265625,0.001194000244140625,0.001216888427734375,0.001163482666015625,0.001125335693359375,0.001087188720703125,0.001064300537109375,0.001239776611328125,0.001186370849609375,0.001140594482421875,0.001102447509765625,0.001071929931640625,0.001323699951171875,0.001255035400390625,0.001201629638671875,0.001155853271484375,0.001125335693359375,0.001453399658203125,0.001369476318359375,0.001300811767578125,0.001247406005859375,0.001201629638671875
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.meanCI_95.lowerLimit,0.0003944601638959083,0.00039515849432240956,0.00040305282808627787,0.0004096189020590445,0.0004129409085732443,0.0004720616031527187,0.0004705542040930454,0.0004722587728824813,0.0004762753096428641,0.0004742517768700546,0.0007611214448160902,0.0007572785091576367,0.0007567059033293812,0.0007596048817613028,0.000758276705805228,0.0011733363776120843,0.0011727428535719124,0.0011812753131449287,0.0011875602264428409,0.001188496735002093,0.0016907197488733904,0.001696492088860844,0.0017055747765941907,0.0017099449748168168,0.0017108246833694417,0.002227349089261805,0.002234472576566658,0.0022400216851711516,0.0022481758903909123,0.0022527017200645897
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin.meanCI_95.upperLimit,0.0004352191250974476,0.0004345317088735361,0.0004431245074066541,0.0004489053825890349,0.0004517429686286689,0.000512292157881061,0.0005095633709799102,0.0005112309049480375,0.0005147719321395684,0.0005120701668776442,0.0008143125611450568,0.0008089012741359688,0.0008074986688181341,0.0008097628912520513,0.0008076102654099863,0.0012440714725171227,0.0012417140778077725,0.0012497774229095204,0.0012553627812386925,0.0012551005460764081,0.0017820598935503601,0.0017855270026656501,0.0017933742442839608,0.001796690140913157,0.0017959978821213659,0.002337214194926104,0.0023419165926610373,0.002345537507406773,0.0023522869312186906,0.0023547718675197195
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.mean,0.0016149693669242767,0.0016149832765234616,0.001623224873341361,0.0016293994278526315,0.0016324823948584695,0.0016923316380980608,0.001690217038435492,0.0016918974150024392,0.0016956728525807368,0.0016933055745661485,0.001987893197690379,0.00198326681515554,0.0019822703497640436,0.001984846572655488,0.001983104657975663,0.002408899672981433,0.002407426024038917,0.002415704986423832,0.002421626969519523,0.0024219744082074543,0.002936562836507904,0.0029411877022233073,0.002949636277404433,0.0029534636935853757,0.002953575958725617,0.0034824144058195655,0.003488344271168376,0.003492921074009053,0.0035003684366908074,0.003503908299989621
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.stdDev,0.00044105278858541246,0.0004382121892414454,0.00045647520317383623,0.0004567566195200603,0.00045908866267012355,0.000532098059475177,0.0005280953213302326,0.0005373941539152126,0.0005391153553553251,0.0005368501805553702,0.0007471538472462289,0.0007414421287968157,0.0007424970361997947,0.0007442745924248307,0.0007417056321719976,0.0009831026800913609,0.0009817253257231003,0.0009946604071470635,0.0010005764631693063,0.0009968869021208342,0.0012301658577573388,0.0012326425424392447,0.001242608486100413,0.001249162898794491,0.0012448709047004416,0.0014098842026397617,0.0014220171355952516,0.0014330377701638735,0.0014430000843832635,0.0014410741857305957
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.min,0.0011994090966528678,0.0011994090966528678,0.0011994090966528678,0.0011994090966528678,0.0011994090966528678,0.0011994345550252615,0.0011994345550252615,0.0011994345550252615,0.0011994345550252615,0.0011994345550252615,0.0012004753339027398,0.0012004753339027398,0.0012004753339027398,0.0012004753339027398,0.0012004753339027398,0.0012013459521494224,0.0012013459521494224,0.0012013459521494224,0.0012013459521494224,0.0012013459521494224,0.0012068616829015166,0.0012068616829015166,0.0012068616829015166,0.0012068616829015166,0.0012068616829015166,0.0012001840658009539,0.0012001840658009539,0.0012001840658009539,0.0012001840658009539,0.0012001840658009539
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.firstQuartile,0.0013138974724951527,0.001313756806464327,0.0013161037911646662,0.0013195925236490665,0.0013208321228637303,0.0013453991559215126,0.0013462373297076936,0.0013471450444883931,0.001348183145426784,0.0013467048478275749,0.0014701044106954656,0.0014637488119613074,0.0014634057530488452,0.001463628545480396,0.0014646591925654615,0.0017042368484285779,0.0017000150796276168,0.0017066168740542547,0.0017062703862840412,0.0017106286543738193,0.0020669047280739133,0.002066262721596586,0.0020720429879995538,0.0020684925008405248,0.0020709472187939336,0.0024814848859912213,0.002474668761374221,0.002474088260321401,0.002480339543337292,0.002483977138333053
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.median,0.0014696733882043338,0.0014701188313842291,0.001472799318473403,0.0014801714090492569,0.0014814146572362317,0.0015324699785522547,0.0015326982921180406,0.0015317683098609951,0.0015355299249815088,0.0015339751539533335,0.0017797316362497576,0.0017783167048487638,0.0017797316362497576,0.001782325874584477,0.0017838609329268458,0.002193802174289697,0.0021928273201025587,0.0021947541615854214,0.0021973279688777872,0.0022008341817248717,0.0027065777756926585,0.0027074601467225448,0.002714555838414565,0.002714026642170155,0.0027152906875582685,0.0032205154044495856,0.0032150254115853477,0.0032242948104636623,0.0032205154044495856,0.0032420428616676366
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.thirdQuartile,0.0017792750458338732,0.0017799008624466413,0.0017900647776455106,0.0018040921635783269,0.0018062636902115817,0.0018589153955793272,0.001855740844951149,0.001853648403950622,0.0018566483278619982,0.0018552480080385597,0.002278479259527506,0.002265776063652854,0.0022603443870986904,0.0022714722042163895,0.002268108785143285,0.0028691788414633595,0.002868858486745294,0.0028792243581089528,0.0028862185333619365,0.002884916137216616,0.0035416567787729236,0.0035427477382961193,0.0035524742814056504,0.003565416868439255,0.003556318568870817,0.0042114655941019605,0.004219622159804913,0.004216678311546785,0.004231696934451192,0.004231395173780563
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.max,0.006750119690189876,0.006750119690189876,0.006750119690189876,0.006750119690189876,0.006750119690189876,0.007790936541901642,0.007790936541901642,0.007790936541901642,0.007790936541901642,0.007790936541901642,0.009620415843702526,0.009620415843702526,0.009620415843702526,0.009620415843702526,0.009620415843702526,0.01277277466395647,0.01277277466395647,0.01277277466395647,0.01277277466395647,0.01277277466395647,0.015925133484210575,0.015925133484210575,0.015925133484210575,0.015925133484210575,0.015925133484210575,0.015779177554586046,0.015779177554586046,0.015779177554586046,0.015779177554586046,0.015779177554586046
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.summary.range,0.005550710593537008,0.005550710593537008,0.005550710593537008,0.005550710593537008,0.005550710593537008,0.006591501986876381,0.006591501986876381,0.006591501986876381,0.006591501986876381,0.006591501986876381,0.008419940509799786,0.008419940509799786,0.008419940509799786,0.008419940509799786,0.008419940509799786,0.011571428711807047,0.011571428711807047,0.011571428711807047,0.011571428711807047,0.011571428711807047,0.014718271801309059,0.014718271801309059,0.014718271801309059,0.014718271801309059,0.014718271801309059,0.014578993488785092,0.014578993488785092,0.014578993488785092,0.014578993488785092,0.014578993488785092
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.positiveCount,1799,1903,1994,2077,2151,2687,2815,2921,3013,3096,3031,3169,3283,3383,3473,2967,3112,3239,3346,3442,2786,2944,3077,3186,3282,2530,2691,2834,2952,3063
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.positiveProportionCI_95.lowerLimit,0.9979515075683594,0.9980659484863281,0.9981498718261719,0.9982261657714844,0.9982872009277344,0.9986305236816406,0.9986915588378906,0.9987373352050781,0.9987754821777344,0.9988059997558594,0.9987831115722656,0.9988365173339844,0.9988746643066406,0.9989128112792969,0.9989356994628906,0.9987602233886719,0.9988136291503906,0.9988594055175781,0.9988975524902344,0.9989280700683594,0.9986763000488281,0.9987449645996094,0.9987983703613281,0.9988441467285156,0.9988746643066406,0.9985466003417969,0.9986305236816406,0.9986991882324219,0.9987525939941406,0.9987983703613281
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.negativeProportionCI_95.upperLimit,0.002048492431640625,0.001934051513671875,0.001850128173828125,0.001773834228515625,0.001712799072265625,0.001369476318359375,0.001308441162109375,0.001262664794921875,0.001224517822265625,0.001194000244140625,0.001216888427734375,0.001163482666015625,0.001125335693359375,0.001087188720703125,0.001064300537109375,0.001239776611328125,0.001186370849609375,0.001140594482421875,0.001102447509765625,0.001071929931640625,0.001323699951171875,0.001255035400390625,0.001201629638671875,0.001155853271484375,0.001125335693359375,0.001453399658203125,0.001369476318359375,0.001300811767578125,0.001247406005859375,0.001201629638671875
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.meanCI_95.lowerLimit,0.0015945881053884342,0.0015952943911362255,0.0016031888889373397,0.001609755755886321,0.0016130810232531762,0.001672212289605681,0.001670708299744409,0.0016724086988406984,0.0016764225213179026,0.0016743948269365581,0.0019612937180789446,0.001957451810315987,0.0019568714236663986,0.0019597659527788606,0.0019584365831808587,0.002373524694996481,0.0023729333970482595,0.002381449871540764,0.0023877235592065487,0.002388670398206345,0.0028908825115526665,0.0028966606114375452,0.0029057299978322727,0.0029100874177024416,0.002910985619452277,0.0034274755949320773,0.0034346158532906385,0.0034401599808023195,0.003448313220885579,0.0034528732068628103
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.profitInfo.profitMargin_noFee.meanCI_95.upperLimit,0.0016353506284601193,0.0016346721619106977,0.0016432608577453822,0.001649043099818942,0.0016518837664637627,0.0017124509865904405,0.001709725777126575,0.00171138613116418,0.001714923183843571,0.001712216322195739,0.0020144926773018133,0.002009081819995093,0.0020076692758616886,0.002009927192532115,0.0020077727327704672,0.002444274650966385,0.0024419186510295744,0.0024499601013068997,0.002455530379832497,0.0024552784182085637,0.0029822431614631413,0.0029857147930090694,0.0029935425569765934,0.0029968399694683097,0.0029961662979989573,0.003537353216707054,0.0035420726890461134,0.003545682167215787,0.003552423652496036,0.0035549433931164314
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.summary.mean,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.summary.stdDev,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.summary.min,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.summary.firstQuartile,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.summary.median,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.summary.thirdQuartile,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.summary.max,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.summary.range,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.positiveCount,1799,1903,1994,2077,2151,2687,2815,2921,3013,3096,3031,3169,3283,3383,3473,2967,3112,3239,3346,3442,2786,2944,3077,3186,3282,2530,2691,2834,2952,3063
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.negativeProportion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.positiveProportionCI_95.lowerLimit,0.9979515075683594,0.9980659484863281,0.9981498718261719,0.9982261657714844,0.9982872009277344,0.9986305236816406,0.9986915588378906,0.9987373352050781,0.9987754821777344,0.9988059997558594,0.9987831115722656,0.9988365173339844,0.9988746643066406,0.9989128112792969,0.9989356994628906,0.9987602233886719,0.9988136291503906,0.9988594055175781,0.9988975524902344,0.9989280700683594,0.9986763000488281,0.9987449645996094,0.9987983703613281,0.9988441467285156,0.9988746643066406,0.9985466003417969,0.9986305236816406,0.9986991882324219,0.9987525939941406,0.9987983703613281
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.positiveProportionCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.negativeProportionCI_95.lowerLimit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.negativeProportionCI_95.upperLimit,0.002048492431640625,0.001934051513671875,0.001850128173828125,0.001773834228515625,0.001712799072265625,0.001369476318359375,0.001308441162109375,0.001262664794921875,0.001224517822265625,0.001194000244140625,0.001216888427734375,0.001163482666015625,0.001125335693359375,0.001087188720703125,0.001064300537109375,0.001239776611328125,0.001186370849609375,0.001140594482421875,0.001102447509765625,0.001071929931640625,0.001323699951171875,0.001255035400390625,0.001201629638671875,0.001155853271484375,0.001125335693359375,0.001453399658203125,0.001369476318359375,0.001300811767578125,0.001247406005859375,0.001201629638671875
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.meanCI_95.lowerLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.priceTargetsReached.meanCI_95.upperLimit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.sortedValues,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted,deleted
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.summary.mean,8.002223457476369,9.101944298476091,10.379638916750247,11.55946076071256,12.458856345885629,10.479344994417557,11.871403197158074,13.254707292023289,14.662130766677743,15.854651162790685,14.213790828109547,15.710003155569567,17.21900700578739,18.797516996748424,20.285632018427858,19.160431412200893,21.03695372750648,23.108366779870316,24.913628212791394,27.013945380592624,24.348528356066012,26.963994565217362,29.707182320442005,31.83678593848086,34.0469226081657,31.106324110671903,34.23039762170193,37.699364855328156,40.82113821138203,44.17695070192617
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.summary.stdDev,9.435867218181924,12.272797898081704,15.837667684412898,18.67233312609579,20.03958998775907,12.889481007512844,16.572614311457823,20.333541506506602,24.151703815357493,26.58410977892103,16.952578622779278,20.01593819559148,23.565508510011345,27.554656716856204,31.825157122548816,21.619055449906224,25.373549620697787,29.894455905798427,33.56644366142747,39.61278480894999,26.352673556558734,31.41764408705628,36.71369906959517,40.28998936356489,45.68141261024179,33.88090227945766,38.57751889529615,44.08084644430381,49.569025568631666,56.16556103010202
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.summary.min,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.summary.firstQuartile,2,2,2,2,2,3,3,3,3,3,4,4,4,4,5,6,6,6,6,7,8,8,8.5,9,9,10,11,11,11,12
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.summary.median,4,5,5,6,6,6,7,7,7,8,9,9,10,10,11,13,13,14,15,15,16,17,18,19,19,20,21,23,24,25
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.summary.thirdQuartile,11,12,13,14,15,14,15,16,17,18,18,19,21,22,23,24,26,27,29,30.25,31,33,36,37,39,39,42,45,48,50
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.summary.max,116,172,200,203,203,192,196,200,280,280,196,199,207,294,613,196,300,300,302,699,212,302,303,303,700,261,302,303,461,772
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.summary.range,115,171,199,202,202,191,195,199,279,279,195,198,206,293,612,195,299,299,301,698,211,301,302,302,699,260,301,302,460,771
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.positiveCount,1799,1903,1994,2077,2151,2687,2815,2921,3013,3096,3031,3169,3283,3383,3473,2967,3112,3239,3346,3442,2786,2944,3077,3186,3282,2530,2691,2834,2952,3063
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.negativeCount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backtestResult.results.groupedByExitStrategyExecuted.ProfitExitStrategy_TargetLimit.exitInfo.candlesToExit.positiveProportion,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
